playerDeck,Annie/Twisted Fate (BW/NX),Draven/Jinx (NX/PZ),Ekko/Jinx (PZ/SH),Gwen/Katarina (NX/SI),Heimerdinger/Jayce (PZ/SI),Kayn/Vayne (DE/RU),Quinn/Vayne (DE/PZ),Seraphine/Viktor (PZ/SI),Teemo/Zoe (BC/MT),Trundle/Tryndamere (FR/SI),Annie/Jhin (NX/RU),Akshan/Varus (RU/SH),Anivia (FR/SI),Annie/Gwen (NX/SI),Aphelios/Seraphine (MT/PZ),Aphelios/Viktor (MT/PZ),Ashe/Kindred (FR/SI),Aurelion Sol/Leona (DE/MT),Aurelion Sol/Shyvana (DE/MT),Azir/Irelia (IO/SH),Azir/Xerath (SH),Braum/Vladimir (FR/NX),Caitlyn/Teemo (BC/PZ),Diana/Leona (MT/SI),Elise/Gwen (NX/SI),Elise/Nocturne (NX/SI),Elise/Norra (BC/SI),Elise/Twisted Fate (BW/SI),Ezreal/Kennen (IO/PZ),Ezreal/Seraphine (BC/PZ),Ezreal/Seraphine (NX/PZ),Ezreal/Seraphine (PZ/SI),Gangplank/Sejuani (BW/FR),Gwen/Vayne (DE/SI),Hecarim/Zed (IO/SI),Heimerdinger/Norra (BC/SI),Jax/Ornn (FR/RU),Jinx (FR/PZ),Jinx/Lulu (BC/PZ),Katarina/Yasuo (IO/NX),Kindred/Nasus (SI/SH),Maokai/Nautilus (BW/SI),Miss Fortune/Swain (BW/NX),Miss Fortune/Twisted Fate (BW/NX),Norra/Veigar (BC/SI),Pantheon/Varus (MT/RU),Pantheon/Vayne (DE/MT),Pyke/Rek'Sai (BW/SH),Rumble/Sion (BC/NX),Rumble/Vayne (DE/NX),Senna/Veigar (BC/SI),Seraphine/Viktor (BC/PZ),Seraphine/Viktor (BW/PZ),Seraphine/Viktor (IO/PZ),Swain/Twisted Fate (BW/NX),Taliyah (BW/SH),Taliyah/Ziggs (BC/SH),Trundle (FR/PZ),Akshan/Kayn (RU/SH),Aphelios/Leona (MT/SI),Ashe/LeBlanc (FR/NX),Ashe/Thresh (FR/SI),Aurelion Sol/Trundle (FR/MT),Aurelion Sol/Zoe (FR/MT),Bard/Norra (BC/RU),Caitlyn/Trundle (FR/PZ),Championless (FR/SI),Diana/Nocturne (MT/SI),Ekko/Zilean (PZ/SH),Elise (FR/SI),Elise (NX/SI),Evelynn/Kindred (RU/SI),Evelynn/Udyr (FR/RU),Evelynn/Viego (RU/SI),Fiora/Vayne (DE/PZ),Jax/Vayne (DE/RU),Jayce/Lux (DE/PZ),Jinx/Rumble (BC/PZ),Kai'Sa/Sivir (DE/SH),Karma/Viktor (IO/PZ),Kindred/Norra (BC/SI),Malphite/Taliyah (MT/SH),Master Yi/Zoe (IO/MT),Norra/Swain (BC/NX),Ornn/Trundle (FR/PZ),Trundle/Vi (FR/PZ),Vayne/Zed (DE/IO),Xerath/Ziggs (BC/SH),Ahri/Kennen (FR/IO),Fizz/Nami (BW/RU),Hecarim/Lucian (DE/SI),Kai'Sa (DE/SH),Katarina/Twisted Fate (BW/NX),LeBlanc/Sivir (NX/SH),Akshan/Sivir (DE/SH),Annie/Ezreal (NX/PZ),Kai'Sa/Vayne (DE/SH),Norra/Teemo (BC/FR),Ornn/Udyr (FR/NX),Akshan/Kai'Sa (RU/SH),Akshan/Lee Sin (IO/SH),Akshan/Pantheon (MT/SH),Akshan/Udyr (FR/SH),Annie/Elise (NX/SI),Aphelios/Seraphine/Viktor (MT/PZ),Aphelios/Zoe (MT/PZ),Ashe/Senna (FR/SI),Aurelion Sol/Braum (FR/MT),Aurelion Sol/Tryndamere (FR/MT),Braum (FR/PZ),Braum/Norra (BC/FR),Championpile (DE/FR),Elise/Jayce (PZ/SI),Fiora/Pantheon (DE/MT),Fizz/Twisted Fate (BW/PZ),Galio/Trundle (DE/FR),Garen/Jarvan IV (DE),Gwen/Hecarim (IO/SI),Hecarim (IO/SI),Hecarim/Kalista (IO/SI),Karma/Master Yi (IO/SI),Kindred/Viego (IO/SI),Leona/Yasuo (IO/MT),Lissandra/Taliyah (FR/SH),Lissandra/Trundle (FR/SI),Miss Fortune/Quinn (BW/DE),Miss Fortune/Vayne (BW/DE),Norra/Teemo (BC/PZ),Poppy/Taric (DE/MT),Riven/Viktor (NX/PZ),Seraphine/Viktor (MT/PZ),Soraka/Tahm Kench (BW/MT),Viego (FR/SI),Xerath/Zilean (BC/SH),Zilean (BW/SH),Zilean (PZ/SH),Aphelios/Diana (MT/SI),Azir/Hecarim (SI/SH),Evelynn/Norra (BC/RU),Ezreal/Karma (IO/PZ),Galio/Leona (DE/MT),Karma/Lux (DE/IO),Kayn/Ornn (FR/RU),Nasus/Thresh (SI/SH),Nautilus (BW/SI),Norra/Zoe (BC/MT),Ornn/Vayne (DE/FR),Seraphine/Viktor (PZ/SH)
Pantheon/Varus (MT/RU),0.483101391650099,0.370292887029289,0.562982005141388,0.522788203753351,0.548128342245989,0.578883495145631,0.518272425249169,0.536437246963563,0.365965233302836,0.627986348122867,0.265799256505576,0.55982905982906,0.638095238095238,0.637037037037037,0.581227436823105,0.653846153846154,0.488372093023256,0.518518518518519,0.724137931034483,0.351351351351351,0.543859649122807,0.675,0.483606557377049,0.535087719298246,0.433333333333333,0.468085106382979,0.511627906976744,0.58,0.561643835616438,0.584158415841584,0.564935064935065,0.649350649350649,0.513986013986014,0.579908675799087,0.471810089020772,0.497237569060774,0.59,0.55421686746988,0.488372093023256,0.43125,0.598684210526316,0.465968586387435,0.456953642384106,0.314285714285714,0.46031746031746,0.5,0.625,0.457627118644068,0.588235294117647,0.612765957446809,0.560810810810811,0.625,0.592233009708738,0.588957055214724,0.556451612903226,0.66875,0.57372654155496,0.493670886075949,,,0.527272727272727,0.653846153846154,,0.579710144927536,0.69811320754717,,,,,,,,,,,0.605263157894737,,0.568627450980392,0.586206896551724,,0.315789473684211,,,,,0.580645161290323,0.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantheon/Vayne (DE/MT),0.471698113207547,0.370860927152318,0.58273381294964,0.416422287390029,0.508620689655172,0.48936170212766,0.486842105263158,0.496124031007752,0.360655737704918,0.524752475247525,0.315436241610738,0.414285714285714,,0.745098039215686,0.567567567567568,,,,,,,,,0.571428571428571,,,0.5,,,,0.537037037037037,,0.363636363636364,0.43859649122807,0.294117647058824,0.446153846153846,,,0.459016393442623,,0.450980392156863,0.564516129032258,0.490909090909091,,0.614678899082569,0.375,,0.440366972477064,,0.514285714285714,0.553571428571429,,,0.655172413793103,,,0.520833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poppy/Taric (DE/MT),,,,0.343283582089552,,,,,0.316666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyke/Rek'Sai (BW/SH),0.4,0.392156862745098,0.403508771929825,0.386262265834077,0.496951219512195,0.563313609467456,0.522556390977444,0.560869565217391,0.450441609421001,0.583333333333333,0.470695970695971,0.496062992125984,0.485981308411215,0.590909090909091,0.46530612244898,0.36231884057971,0.5,0.491228070175439,0.72463768115942,0.559139784946237,0.633507853403141,0.54639175257732,0.601626016260163,0.292817679558011,0.433333333333333,0.493150684931507,0.410526315789474,0.5,0.625,0.46,0.587837837837838,0.511627906976744,0.315112540192926,0.514563106796117,0.411931818181818,0.43010752688172,0.625,0.409638554216867,0.368627450980392,0.570552147239264,0.527397260273973,0.518691588785047,0.437086092715232,0.37037037037037,0.368078175895765,0.542372881355932,0.559633027522936,0.5,0.539007092198582,0.52970297029703,0.492307692307692,0.504,0.722689075630252,0.659259259259259,0.425,0.6640625,0.397590361445783,0.558282208588957,,,,,0.74,0.701492537313433,,,0.80327868852459,,,,,,,,,0.5,,,0.651685393258427,0.685185185185185,,,,,,,0.493975903614458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn/Vayne (DE/PZ),0.440449438202247,0.473581213307241,0.488250652741514,0.50059880239521,0.516393442622951,0.495081967213115,0.5,0.63215859030837,0.499531396438613,0.608058608058608,0.617234468937876,0.479166666666667,0.74468085106383,0.607843137254902,0.626262626262626,0.490566037735849,0.266666666666667,,0.614285714285714,0.619047619047619,0.628378378378378,0.604651162790698,0.728682170542636,0.447058823529412,0.580246913580247,0.59375,0.533980582524272,0.534090909090909,0.661290322580645,0.666666666666667,0.657342657342657,0.534246575342466,0.409302325581395,0.57345971563981,0.572916666666667,0.569148936170213,0.512820512820513,0.616352201257862,0.54950495049505,0.482142857142857,0.597315436241611,0.522292993630573,0.522727272727273,0.367647058823529,0.560126582278481,0.481727574750831,0.513157894736842,0.477443609022556,0.494623655913979,0.454545454545455,0.582089552238806,0.663551401869159,0.62037037037037,0.67816091954023,0.463636363636364,0.673758865248227,0.498644986449865,0.536231884057971,,,,,,,,,,0.537037037037037,,,,,,,,0.686567164179104,0.581818181818182,,0.585858585858586,0.68,0.655172413793103,,,,,,0.625,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riven/Viktor (NX/PZ),,,,0.467741935483871,,,,,0.512820512820513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumble/Sion (BC/NX),0.509554140127389,0.398305084745763,0.509090909090909,0.509054325955734,0.626016260162602,0.411290322580645,0.505376344086022,0.620512820512821,0.368686868686869,0.504237288135593,0.384615384615385,0.345238095238095,,,0.476190476190476,,,,,,0.433962264150943,,0.618181818181818,0.363636363636364,,,0.6,,,,0.53448275862069,,0.384,0.617647058823529,0.388888888888889,0.52,,,0.345794392523364,0.544117647058824,0.471698113207547,0.52,0.5,,0.481751824817518,0.411764705882353,,0.460992907801419,0.5,0.392857142857143,0.54,,,,,,0.450381679389313,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumble/Vayne (DE/NX),0.379821958456973,0.41994750656168,0.560897435897436,0.487022900763359,0.590405904059041,0.506302521008403,0.545454545454545,0.534201954397394,0.447815533980583,0.577830188679245,0.404580152671756,0.408045977011494,0.671428571428571,0.563829787234043,0.72189349112426,,0.230769230769231,,,0.552238805970149,0.738095238095238,0.754098360655738,0.683544303797468,0.64327485380117,0.357142857142857,0.551724137931035,0.544827586206897,0.439393939393939,0.384615384615385,0.4,0.496240601503759,,0.531791907514451,0.620689655172414,0.478632478632479,0.473684210526316,0.39622641509434,0.563025210084034,0.538961038961039,0.485148514851485,0.53125,0.634328358208955,0.373015873015873,,0.615740740740741,0.387234042553192,0.485714285714286,0.47029702970297,0.607142857142857,0.5,0.651685393258427,0.623376623376623,0.705882352941177,0.596774193548387,0.469387755102041,0.756756756756757,0.565022421524664,0.61,,,,,,,,,,,,,,,,,,0.428571428571429,,,0.537037037037037,,0.372881355932203,,,,,,0.517241379310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna/Veigar (BC/SI),0.354838709677419,0.590425531914894,0.587301587301587,0.346232179226069,0.506410256410256,0.432664756446991,0.417910447761194,0.364640883977901,0.43859649122807,0.284644194756554,0.547008547008547,0.44954128440367,,0.296875,0.34375,,,,,,0.352272727272727,0.588235294117647,0.578947368421053,0.45679012345679,,,0.406976744186047,,,,0.431034482758621,,0.5,0.391752577319588,0.481012658227848,0.494623655913979,,0.567164179104478,0.505376344086022,0.520547945205479,0.380952380952381,0.476190476190476,0.438356164383562,,0.45,0.439189189189189,0.446428571428571,0.507692307692308,0.46,0.348314606741573,0.5,0.44,0.365384615384615,0.475409836065574,,0.4,0.325,0.353846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine/Viktor (BC/PZ),0.622448979591837,0.544871794871795,0.572413793103448,0.434210526315789,0.534722222222222,0.38961038961039,0.336448598130841,0.582887700534759,0.492711370262391,0.479338842975207,0.463235294117647,0.458823529411765,,,0.583333333333333,,,,,,0.676470588235294,,,0.511363636363636,,,0.581081081081081,,,,,,0.456896551724138,0.451612903225806,0.492647058823529,0.526315789473684,,0.38961038961039,0.447058823529412,0.379310344827586,0.666666666666667,0.477611940298507,,,0.658730158730159,0.375,,0.496,,0.376623376623377,0.56,0.5,,0.431034482758621,,,0.420634920634921,0.403225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine/Viktor (BW/PZ),0.640552995391705,0.480446927374302,0.573248407643312,0.341025641025641,0.527777777777778,0.36271186440678,0.37962962962963,0.576470588235294,0.474860335195531,0.50199203187251,0.459893048128342,0.5,,0.738461538461539,0.44954128440367,,,,,,0.521739130434783,,0.537037037037037,0.46,,,0.651515151515152,,,,0.592592592592593,,0.45,0.364864864864865,0.484615384615385,0.754098360655738,,0.26984126984127,0.402298850574713,0.537037037037037,0.492753623188406,0.619047619047619,,,0.601694915254237,0.407766990291262,,0.277310924369748,,0.294117647058824,0.634615384615385,,,0.408450704225352,,0.423076923076923,0.388489208633094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine/Viktor (IO/PZ),0.58252427184466,0.49034749034749,0.522727272727273,0.450184501845019,0.506849315068493,0.43952802359882,0.32183908045977,0.60248447204969,0.354085603112841,0.614035087719298,0.340080971659919,0.461538461538462,,0.582417582417583,0.537974683544304,,,,,,0.680851063829787,,0.385542168674699,0.412213740458015,,,0.492647058823529,,,,0.51948051948052,,0.421052631578947,0.31,0.434782608695652,0.551020408163265,,0.474576271186441,0.401869158878505,0.463414634146342,0.469879518072289,0.476190476190476,0.428571428571429,,0.627906976744186,0.411042944785276,0.344827586206897,0.340740740740741,,0.403225806451613,0.524590163934426,0.568965517241379,0.591549295774648,0.5,0.421052631578947,0.441176470588235,0.427835051546392,0.602564102564103,,,,,,,,,,,,,,,,,,,,,0.37037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine/Viktor (MT/PZ),,,,0.489130434782609,,0.402597402597403,,,0.462686567164179,0.433333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine/Viktor (PZ/SH),,,,,,,,,0.377358490566038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine/Viktor (PZ/SI),0.575625680087051,0.652323580034423,0.560271646859083,0.365987892129884,0.620355411954766,0.477096546863989,0.36784140969163,0.5,0.543793320730939,0.389930898321816,0.610778443113773,0.496124031007752,0.521428571428571,0.616161616161616,0.432624113475177,0.503703703703704,0.770642201834862,0.47787610619469,0.565891472868217,0.536,0.543859649122807,0.544871794871795,0.6,0.417956656346749,0.514492753623188,0.478632478632479,0.466876971608833,0.58252427184466,0.608247422680412,0.506410256410256,0.579166666666667,0.477987421383648,0.45823927765237,0.436893203883495,0.505330490405117,0.562231759656652,0.683453237410072,0.461538461538462,0.458666666666667,0.529411764705882,0.577586206896552,0.510869565217391,0.47029702970297,0.488888888888889,0.660777385159011,0.463562753036437,0.503875968992248,0.439130434782609,0.379487179487179,0.465798045602606,0.6353591160221,0.417112299465241,0.423529411764706,0.397515527950311,0.568181818181818,0.4453125,0.369932432432432,0.363636363636364,0.574074074074074,,0.597222222222222,0.843137254901961,0.39622641509434,0.5875,0.62962962962963,,0.666666666666667,0.578125,0.608695652173913,0.537037037037037,0.660377358490566,,0.475409836065574,,,0.439024390243902,0.43298969072165,0.491803278688525,0.353333333333333,0.434343434343434,0.746478873239437,0.4,,,0.343283582089552,0.333333333333333,0.404255319148936,0.553846153846154,0.523809523809524,,,0.483333333333333,0.517857142857143,,,,,,,,,,,,,,,0.607142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soraka/Tahm Kench (BW/MT),,,,0.253968253968254,,0.529411764705882,,,0.219178082191781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain/Twisted Fate (BW/NX),0.465608465608466,0.668224299065421,0.60625,0.524547803617571,0.455696202531646,0.428082191780822,0.536363636363636,0.431818181818182,0.578828828828829,0.28968253968254,0.54368932038835,0.505050505050505,0.290909090909091,,0.43298969072165,,,,,,0.464788732394366,,,0.606382978723404,,,0.435897435897436,,,,0.471428571428571,,0.519083969465649,0.491228070175439,0.66412213740458,0.436619718309859,,0.548387096774194,0.626373626373626,0.566666666666667,0.574712643678161,0.3875,0.647887323943662,,0.4,0.443548387096774,,0.575,,0.530612244897959,,,,0.578947368421053,,0.467741935483871,0.558139534883721,0.392857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah (BW/SH),0.674074074074074,0.255255255255255,0.304635761589404,0.433884297520661,0.395522388059701,0.292207792207792,0.326241134751773,0.5546875,0.213720316622691,0.629411764705882,0.263565891472868,0.376237623762376,,,0.476190476190476,,,,,,0.552238805970149,,0.3,0.347368421052632,,,0.489583333333333,,,,0.781609195402299,,0.508474576271186,0.365217391304348,0.340740740740741,0.626168224299065,0.256756756756757,,0.365384615384615,,0.464285714285714,0.4375,0.371428571428571,,0.63265306122449,0.33125,,0.3359375,,0.243243243243243,0.6,,0.576923076923077,0.558823529411765,0.532258064516129,0.5,0.473214285714286,0.446428571428571,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,0.294117647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah/Ziggs (BC/SH),0.560862865947612,0.454376163873371,0.548654244306418,0.472131147540984,0.526732673267327,0.390829694323144,0.501355013550136,0.630067567567568,0.318590704647676,0.622994652406417,0.384615384615385,0.51984126984127,0.673076923076923,0.588571428571429,0.563139931740614,0.602941176470588,0.538461538461538,0.412698412698413,0.533333333333333,0.397959183673469,0.610091743119266,0.504347826086957,0.533333333333333,0.42578125,0.490909090909091,0.460674157303371,0.656779661016949,0.711111111111111,0.465909090909091,0.565217391304348,0.496688741721854,0.714285714285714,0.468944099378882,0.468599033816425,0.479784366576819,0.586956521739131,0.551282051282051,0.481283422459893,0.380733944954128,0.466292134831461,0.555555555555556,0.548387096774194,0.404907975460123,0.454545454545455,0.588859416445623,0.42627345844504,0.479166666666667,0.602409638554217,0.549618320610687,0.434977578475336,0.675,0.579365079365079,0.611510791366906,0.572164948453608,0.441860465116279,0.526785714285714,0.5,0.492063492063492,,,0.603448275862069,,,0.556962025316456,,,0.814814814814815,0.62,0.588235294117647,0.673076923076923,,,0.596153846153846,,,0.698412698412698,0.508196721311475,0.555555555555556,0.525862068965517,0.492753623188406,0.568965517241379,,,,,0.654545454545455,0.55421686746988,0.728813559322034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teemo/Zoe (BC/MT),0.373349339735894,0.416175682913765,0.537878787878788,0.50231884057971,0.427121102248006,0.526622619510299,0.500468603561387,0.456206679269061,0.5,0.455422794117647,0.365010799136069,0.584398976982097,0.603174603174603,0.453686200378072,0.520565552699229,0.504504504504505,0.539877300613497,0.618811881188119,0.621621621621622,0.550769230769231,0.812709030100334,0.841708542713568,0.698369565217391,0.585042219541616,0.347962382445141,0.457831325301205,0.735526315789474,0.347490347490348,0.602459016393443,0.433734939759036,0.577067669172932,0.492857142857143,0.549891540130152,0.503012048192771,0.550825369244136,0.664335664335664,0.724738675958188,0.439297124600639,0.38577291381669,0.45703125,0.663461538461538,0.759811616954474,0.485928705440901,0.465968586387435,0.50816852966466,0.634034766697164,0.639344262295082,0.549558390578999,0.631313131313131,0.552184466019418,0.56140350877193,0.507288629737609,0.525139664804469,0.64591439688716,0.421171171171171,0.786279683377309,0.681409295352324,0.673511293634497,0.585106382978723,0.536585365853659,0.698224852071006,0.675438596491228,0.628571428571429,0.533018867924528,0.8203125,0.688172043010753,0.644295302013423,0.401273885350319,0.697183098591549,0.72,0.517543859649123,0.52112676056338,0.780821917808219,0.626984126984127,0.52991452991453,0.647668393782383,0.562874251497006,0.507575757575758,0.619377162629758,0.553488372093023,0.575510204081633,0.867256637168142,0.717171717171717,0.682352941176471,0.714285714285714,0.712574850299401,0.598425196850394,0.77037037037037,0.427586206896552,0.511627906976744,0.56043956043956,0.56043956043956,0.44954128440367,0.50561797752809,0.630769230769231,0.433333333333333,0.625,0.70873786407767,0.816666666666667,0.696969696969697,0.836363636363636,0.536231884057971,0.84375,0.415094339622642,,,,0.577464788732394,0.620689655172414,,,,0.372881355932203,0.586666666666667,0.46,0.6875,,0.59016393442623,0.59493670886076,0.625,0.466666666666667,0.714285714285714,0.774647887323944,0.670886075949367,0.701492537313433,0.44,0.617647058823529,,0.683333333333333,0.487179487179487,0.537313432835821,0.780821917808219,,0.74025974025974,,0.494117647058824,0.4,0.8,0.862745098039216,0.655737704918033,0.797101449275362,0.725490196078431,0.82,0.703703703703704,0.75,0.607843137254902,0.754716981132076,0.622641509433962
Trundle (FR/PZ),0.533333333333333,0.402843601895735,0.547169811320755,0.427338129496403,0.494252873563218,0.509920634920635,0.463768115942029,0.636363636363636,0.326488706365503,0.671554252199413,0.269372693726937,0.483050847457627,,0.672131147540984,0.496350364963504,0.636363636363636,0.62,,,0.264150943396226,0.527472527472528,,0.421052631578947,0.510869565217391,,,0.537313432835821,,,,0.645569620253165,0.567164179104478,0.391534391534392,0.55,0.393939393939394,0.634146341463415,,0.311475409836066,0.293333333333333,0.432432432432432,0.486842105263158,0.52991452991453,0.411764705882353,,0.564971751412429,0.506329113924051,,0.441717791411043,0.4,0.39,0.646153846153846,0.596774193548387,,0.397435897435897,0.607142857142857,0.553571428571429,0.507936507936508,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trundle/Tryndamere (FR/SI),0.636866359447005,0.674170616113744,0.549618320610687,0.425660027790644,0.553475935828877,0.481605351170569,0.391941391941392,0.610069101678184,0.544577205882353,0.5,0.554240631163708,0.460251046025105,0.626609442060086,0.739299610894942,0.532692307692308,0.503597122302158,0.524475524475525,0.396396396396396,0.593333333333333,0.404624277456647,0.445859872611465,0.694214876033058,0.45703125,0.534090909090909,0.503225806451613,0.688405797101449,0.541237113402062,0.795031055900621,0.575342465753425,0.565714285714286,0.657051282051282,0.645348837209302,0.509121061359867,0.368956743002545,0.38755980861244,0.587155963302752,0.611940298507463,0.554347826086957,0.493087557603687,0.430379746835443,0.424050632911392,0.544843049327354,0.59622641509434,0.58,0.653721682847896,0.372013651877133,0.475247524752475,0.416666666666667,0.495762711864407,0.422169811320755,0.715355805243446,0.520661157024794,0.49800796812749,0.385964912280702,0.71031746031746,0.370588235294118,0.377005347593583,0.328445747800587,0.564102564102564,0.448717948717949,0.5,0.529411764705882,0.390625,0.37984496124031,0.688524590163934,0.372549019607843,0.642857142857143,0.649122807017544,0.694117647058824,0.5875,0.666666666666667,0.678571428571429,0.581818181818182,0.597222222222222,0.444444444444444,0.474747474747475,0.640449438202247,0.53030303030303,0.447826086956522,0.368852459016393,0.647058823529412,0.532608695652174,0.590361445783133,,0.433333333333333,0.320987654320988,0.4,0.470588235294118,0.6,0.482758620689655,0.380952380952381,0.365853658536585,0.457627118644068,0.355932203389831,,,,,,,,,,,,,,0.466666666666667,0.359375,,,,,,,,,,,,,,,,,,,,,,0.566666666666667,,,,,,,,,,,,,,,,,
Trundle/Vi (FR/PZ),0.493150684931507,0.383333333333333,0.5,0.419889502762431,0.379310344827586,0.460674157303371,,0.666666666666667,0.287425149700599,0.679012345679012,0.276315789473684,,,,,,,,,,,,,,,,,,,,,,0.445945945945946,,,,,,,,,,,,0.53030303030303,0.419354838709677,,,,,,,,,,,0.345454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vayne/Zed (DE/IO),0.429906542056075,0.353333333333333,0.483870967741936,0.481327800829876,0.329268292682927,0.409090909090909,0.375,0.595744680851064,0.401574803149606,0.6,0.440789473684211,,,,0.589285714285714,,,,,,,,,0.363636363636364,,,0.409090909090909,,,,,,0.612903225806452,0.516666666666667,0.552941176470588,,,,,,,,,,0.439393939393939,0.366666666666667,,0.506024096385542,,0.482758620689655,,,,,,0.705882352941177,0.445783132530121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego (FR/SI),,,,0.243243243243243,,0.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerath/Ziggs (BC/SH),0.491525423728814,0.339622641509434,0.425925925925926,0.40952380952381,,0.294117647058824,,0.446153846153846,0.22962962962963,0.529411764705882,0.345454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271186440677966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerath/Zilean (BC/SH),,,,0.406779661016949,,0.283018867924528,,,0.25974025974026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilean (BW/SH),,,,0.487603305785124,,0.325581395348837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilean (PZ/SH),,,,0.309859154929577,,,,,0.505882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
